"method","line","severity","representativity","quality","intervention","cdi"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.replaceValidatingWebhookConfigurationCall(String name, V1ValidatingWebhookConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",3617,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.replaceValidatingAdmissionPolicyCall(String name, V1beta1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",3806,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.replaceValidatingAdmissionPolicyBindingCall(String name, V1beta1ValidatingAdmissionPolicyBinding body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4039,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.replaceValidatingAdmissionPolicyStatusCall(String name, V1beta1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4272,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.replaceCustomResourceDefinitionCall(String name, V1CustomResourceDefinition body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",2228,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.replaceCustomResourceDefinitionStatusCall(String name, V1CustomResourceDefinition body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",2461,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.replaceAPIServiceCall(String name, V1APIService body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",2228,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.replaceAPIServiceStatusCall(String name, V1APIService body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",2461,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedControllerRevisionCall(String namespace, V1ControllerRevision body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",89,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedDaemonSetCall(String namespace, V1DaemonSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",327,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedDeploymentCall(String namespace, V1Deployment body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",565,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedReplicaSetCall(String namespace, V1ReplicaSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",803,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedStatefulSetCall(String namespace, V1StatefulSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",1041,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AuthorizationV1Api.createNamespacedLocalSubjectAccessReviewCall(String namespace, V1LocalSubjectAccessReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback _callback)",79,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.createNamespacedHorizontalPodAutoscalerCall(String namespace, V1HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",80,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.createNamespacedHorizontalPodAutoscalerCall(String namespace, V2HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",80,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.BatchV1Api.createNamespacedCronJobCall(String namespace, V1CronJob body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",82,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.BatchV1Api.createNamespacedJobCall(String namespace, V1Job body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",320,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CertificatesV1alpha1Api.replaceClusterTrustBundleCall(String name, V1alpha1ClusterTrustBundle body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",1806,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.replaceCertificateSigningRequestCall(String name, V1CertificateSigningRequest body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",2650,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.replaceCertificateSigningRequestApprovalCall(String name, V1CertificateSigningRequest body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",2883,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.replaceCertificateSigningRequestStatusCall(String name, V1CertificateSigningRequest body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",3116,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoordinationV1Api.createNamespacedLeaseCall(String namespace, V1Lease body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",80,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedBindingCall(String namespace, V1Binding body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback _callback)",9364,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedConfigMapCall(String namespace, V1ConfigMap body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",9602,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedEndpointsCall(String namespace, V1Endpoints body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",9840,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedEventCall(String namespace, CoreV1Event body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",10078,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedLimitRangeCall(String namespace, V1LimitRange body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",10316,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedPersistentVolumeClaimCall(String namespace, V1PersistentVolumeClaim body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",10554,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedPodCall(String namespace, V1Pod body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",10792,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedPodTemplateCall(String namespace, V1PodTemplate body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",11524,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedReplicationControllerCall(String namespace, V1ReplicationController body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",11762,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedResourceQuotaCall(String namespace, V1ResourceQuota body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",12000,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedSecretCall(String namespace, V1Secret body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",12238,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedServiceCall(String namespace, V1Service body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",12476,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedServiceAccountCall(String namespace, V1ServiceAccount body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",12714,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespaceCall(String name, V1Namespace body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",43140,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespaceFinalizeCall(String name, V1Namespace body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback _callback)",43373,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespaceStatusCall(String name, V1Namespace body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",43606,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNodeCall(String name, V1Node body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",48437,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNodeStatusCall(String name, V1Node body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",48670,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replacePersistentVolumeCall(String name, V1PersistentVolume body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",48903,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.CoreV1Api.replacePersistentVolumeStatusCall(String name, V1PersistentVolume body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",49136,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.DiscoveryV1Api.createNamespacedEndpointSliceCall(String namespace, V1EndpointSlice body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",80,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.EventsV1Api.createNamespacedEventCall(String namespace, EventsV1Event body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",80,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.replaceFlowSchemaCall(String name, V1beta2FlowSchema body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4228,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.replaceFlowSchemaStatusCall(String name, V1beta2FlowSchema body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4461,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.replacePriorityLevelConfigurationCall(String name, V1beta2PriorityLevelConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4694,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.replacePriorityLevelConfigurationStatusCall(String name, V1beta2PriorityLevelConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4927,"2,854","10,000","5,817","5,390","20,173"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.replaceFlowSchemaCall(String name, V1beta3FlowSchema body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback _callback)",4228,"2,854","10,000","5,817","5,390","20,173"
