"method","line","smell","quality"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3036,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3036,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3036,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3284,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3284,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3284,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteFlowSchemaCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1254,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteFlowSchemaCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1254,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteFlowSchemaCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1254,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deletePriorityLevelConfigurationCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1505,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deletePriorityLevelConfigurationCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1505,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deletePriorityLevelConfigurationCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1505,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2540,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2540,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2540,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2788,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2788,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2788,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3036,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3036,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3036,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3284,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3284,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3284,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteStorageVersionCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",666,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteStorageVersionCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",666,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteStorageVersionCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",666,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1384,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1384,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1384,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1632,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1632,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionStatusCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1632,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteClusterCIDRCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",540,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteClusterCIDRCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",540,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteClusterCIDRCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",540,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteIPAddressCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1505,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteIPAddressCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1505,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteIPAddressCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1505,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.patchClusterCIDRCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2540,"Long Method","Understandability, Maintainability"
